Name,Flow,Amount,Description (name),Description (flow)
STEEL_MAKING_HP,ELECTRICITY_MV,-0.609,Steel Production (heat pump),Electricity (medium voltage)
STEEL_MAKING_HP,HEAT_HIGH_T,-0.66,Steel Production (heat pump),Heat (high temperature)
STEEL_MAKING_HP,STEEL,1.0,Steel Production (heat pump),Steel
STEEL_MAKING_HR,ELECTRICITY_HV,-0.716,Steel Production with Heat Recovery,Electricity (high voltage)
STEEL_MAKING_HR,HEAT_HIGH_T,-0.66,Steel Production with Heat Recovery,Heat (high temperature)
STEEL_MAKING_HR,STEEL,1.0,Steel Production with Heat Recovery,Steel
STO_CO2,CO2_C,1.0,CO2 Storage (output),Captured CO2
STO_CO2,CO2_CS,-1.0,CO2 Storage (output),Captured & stored CO2
STO_DIE,DIESEL,1.0,Storage to Diesel,Diesel
STO_DIE,DIESEL_S,-1.0,Storage to Diesel,Stored diesel
STO_ELEC,ELECTRICITY_LV,1.0,Storage Electricity,Electricity (low voltage)
STO_ELEC,ELEC_S,-1.0,Storage Electricity,Stored electricity
STO_GASO,GASOLINE,1.0,Storage to Gasoline,Gasoline
STO_GASO,GASOLINE_S,-1.0,Storage to Gasoline,Stored gasoline
STO_H2,H2_EHP,1.0,Storage to Hydrogen,Hydrogen (extra high pressure)
STO_H2,H2_S,-1.0,Storage to Hydrogen,Stored hydrogen
STO_NG,NG_EHP,1.0,Storage to Natural Gas,Natural gas (extra high pressure)
STO_NG,NG_S,-1.0,Storage to Natural Gas,Stored natural gas
STO_SNG,SNG_EHP,1.0,,Synthetic natural gas (extra high pressure)
STO_SNG,SNG_S,-1.0,,Stored synthetic natural gas
STYRENE,STYRENE,1.0,Styrene,Styrene
STYRENE_POLYMERIZATION,CO2_A,0.003,Styrene Polymerization Process,CO2 emission (from carbon-intensive fields)
STYRENE_POLYMERIZATION,PS,1.0,Styrene Polymerization Process,Polystyrene
STYRENE_POLYMERIZATION,STYRENE,-1.05,Styrene Polymerization Process,Styrene
SUV_BIODIESEL_B100,BIO_DIESEL,-0.703,100% BioDiesel-Powered Sport Utility Vehicle,Bio-diesel
SUV_BIODIESEL_B100,CO2_E,0.172,100% BioDiesel-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_BIODIESEL_B100,MOB_PRIVATE_ELD,1.0,100% BioDiesel-Powered Sport Utility Vehicle,Private mobility
SUV_BIODIESEL_B100,MOB_PRIVATE_LD,1.0,100% BioDiesel-Powered Sport Utility Vehicle,Private mobility
SUV_BIODIESEL_B100,MOB_PRIVATE_MD,1.0,100% BioDiesel-Powered Sport Utility Vehicle,Private mobility
SUV_BIODIESEL_B100,MOB_PRIVATE_SD,1.0,100% BioDiesel-Powered Sport Utility Vehicle,Private mobility
SUV_BIODIESEL_B20,BIO_DIESEL,-0.141,20% BioDiesel-Powered Sport Utility Vehicle,Bio-diesel
SUV_BIODIESEL_B20,CO2_E,0.171,20% BioDiesel-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_BIODIESEL_B20,DIESEL,-0.563,20% BioDiesel-Powered Sport Utility Vehicle,Diesel
SUV_BIODIESEL_B20,MOB_PRIVATE_ELD,1.0,20% BioDiesel-Powered Sport Utility Vehicle,Private mobility
SUV_BIODIESEL_B20,MOB_PRIVATE_LD,1.0,20% BioDiesel-Powered Sport Utility Vehicle,Private mobility
SUV_BIODIESEL_B20,MOB_PRIVATE_MD,1.0,20% BioDiesel-Powered Sport Utility Vehicle,Private mobility
SUV_BIODIESEL_B20,MOB_PRIVATE_SD,1.0,20% BioDiesel-Powered Sport Utility Vehicle,Private mobility
SUV_BIOETOH_E10,BIO_ETHANOL,-0.084,10% BioEthanol-Powered Sport Utility Vehicle,Bio-ethanol
SUV_BIOETOH_E10,CO2_E,0.197,10% BioEthanol-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_BIOETOH_E10,GASOLINE,-0.76,10% BioEthanol-Powered Sport Utility Vehicle,Gasoline
SUV_BIOETOH_E10,MOB_PRIVATE_ELD,1.0,10% BioEthanol-Powered Sport Utility Vehicle,Private mobility
SUV_BIOETOH_E10,MOB_PRIVATE_LD,1.0,10% BioEthanol-Powered Sport Utility Vehicle,Private mobility
SUV_BIOETOH_E10,MOB_PRIVATE_MD,1.0,10% BioEthanol-Powered Sport Utility Vehicle,Private mobility
SUV_BIOETOH_E10,MOB_PRIVATE_SD,1.0,10% BioEthanol-Powered Sport Utility Vehicle,Private mobility
SUV_BIOETOH_E85,BIO_ETHANOL,-0.718,85% BioEthanol-Powered Sport Utility Vehicle,Bio-ethanol
SUV_BIOETOH_E85,CO2_E,0.183,85% BioEthanol-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_BIOETOH_E85,GASOLINE,-0.127,85% BioEthanol-Powered Sport Utility Vehicle,Gasoline
SUV_BIOETOH_E85,MOB_PRIVATE_ELD,1.0,85% BioEthanol-Powered Sport Utility Vehicle,Private mobility
SUV_BIOETOH_E85,MOB_PRIVATE_LD,1.0,85% BioEthanol-Powered Sport Utility Vehicle,Private mobility
SUV_BIOETOH_E85,MOB_PRIVATE_MD,1.0,85% BioEthanol-Powered Sport Utility Vehicle,Private mobility
SUV_BIOETOH_E85,MOB_PRIVATE_SD,1.0,85% BioEthanol-Powered Sport Utility Vehicle,Private mobility
SUV_CNG,CO2_E,0.15,Compressed Natural Gas-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_CNG,MOB_PRIVATE_ELD,1.0,Compressed Natural Gas-Powered Sport Utility Vehicle,Private mobility
SUV_CNG,NG_HP,-0.888,Compressed Natural Gas-Powered Sport Utility Vehicle,Natural gas (high pressure)
SUV_CNG,MOB_PRIVATE_LD,1.0,Compressed Natural Gas-Powered Sport Utility Vehicle,Private mobility
SUV_CNG,MOB_PRIVATE_MD,1.0,Compressed Natural Gas-Powered Sport Utility Vehicle,Private mobility
SUV_CNG,MOB_PRIVATE_SD,1.0,Compressed Natural Gas-Powered Sport Utility Vehicle,Private mobility
SUV_CSNG,CO2_E,0.15,Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_CSNG,MOB_PRIVATE_ELD,1.0,Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,Private mobility
SUV_CSNG,SNG_HP,-0.888,Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,Synthetic natural gas (high pressure)
SUV_CSNG,MOB_PRIVATE_LD,1.0,Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,Private mobility
SUV_CSNG,MOB_PRIVATE_MD,1.0,Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,Private mobility
SUV_CSNG,MOB_PRIVATE_SD,1.0,Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,Private mobility
SUV_DIESEL,CO2_E,0.143,Diesel-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_DIESEL,DIESEL,-0.537,Diesel-Powered Sport Utility Vehicle,Diesel
SUV_DIESEL,MOB_PRIVATE_ELD,1.0,Diesel-Powered Sport Utility Vehicle,Private mobility
SUV_DIESEL,MOB_PRIVATE_LD,1.0,Diesel-Powered Sport Utility Vehicle,Private mobility
SUV_DIESEL,MOB_PRIVATE_MD,1.0,Diesel-Powered Sport Utility Vehicle,Private mobility
SUV_DIESEL,MOB_PRIVATE_SD,1.0,Diesel-Powered Sport Utility Vehicle,Private mobility
SUV_ETOH_E10,CO2_E,0.197,10% Ethanol-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_ETOH_E10,ETHANOL,-0.084,10% Ethanol-Powered Sport Utility Vehicle,Ethanol
SUV_ETOH_E10,GASOLINE,-0.76,10% Ethanol-Powered Sport Utility Vehicle,Gasoline
SUV_ETOH_E10,MOB_PRIVATE_ELD,1.0,10% Ethanol-Powered Sport Utility Vehicle,Private mobility
SUV_ETOH_E10,MOB_PRIVATE_LD,1.0,10% Ethanol-Powered Sport Utility Vehicle,Private mobility
SUV_ETOH_E10,MOB_PRIVATE_MD,1.0,10% Ethanol-Powered Sport Utility Vehicle,Private mobility
SUV_ETOH_E10,MOB_PRIVATE_SD,1.0,10% Ethanol-Powered Sport Utility Vehicle,Private mobility
SUV_ETOH_E85,CO2_E,0.183,85% Ethanol-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_ETOH_E85,ETHANOL,-0.718,85% Ethanol-Powered Sport Utility Vehicle,Ethanol
SUV_ETOH_E85,GASOLINE,-0.127,85% Ethanol-Powered Sport Utility Vehicle,Gasoline
SUV_ETOH_E85,MOB_PRIVATE_ELD,1.0,85% Ethanol-Powered Sport Utility Vehicle,Private mobility
SUV_ETOH_E85,MOB_PRIVATE_LD,1.0,85% Ethanol-Powered Sport Utility Vehicle,Private mobility
SUV_ETOH_E85,MOB_PRIVATE_MD,1.0,85% Ethanol-Powered Sport Utility Vehicle,Private mobility
SUV_ETOH_E85,MOB_PRIVATE_SD,1.0,85% Ethanol-Powered Sport Utility Vehicle,Private mobility
SUV_EV,ELECTRICITY_MV,-0.313,Electric-Powered Sport Utility Vehicle,Electricity (medium voltage)
SUV_EV,MOB_PRIVATE_ELD,1.0,Electric-Powered Sport Utility Vehicle,Private mobility
SUV_EV,MOB_PRIVATE_LD,1.0,Electric-Powered Sport Utility Vehicle,Private mobility
SUV_EV,MOB_PRIVATE_MD,1.0,Electric-Powered Sport Utility Vehicle,Private mobility
SUV_EV,MOB_PRIVATE_SD,1.0,Electric-Powered Sport Utility Vehicle,Private mobility
SUV_FC_H2,H2_HP,-0.41,Hydrogen Fuel Cell-Powered Sport Utility Vehicle,Hydrogen (high pressure)
SUV_FC_H2,MOB_PRIVATE_ELD,1.0,Hydrogen Fuel Cell-Powered Sport Utility Vehicle,Private mobility
SUV_FC_H2,MOB_PRIVATE_LD,1.0,Hydrogen Fuel Cell-Powered Sport Utility Vehicle,Private mobility
SUV_FC_H2,MOB_PRIVATE_MD,1.0,Hydrogen Fuel Cell-Powered Sport Utility Vehicle,Private mobility
SUV_FC_H2,MOB_PRIVATE_SD,1.0,Hydrogen Fuel Cell-Powered Sport Utility Vehicle,Private mobility
SUV_GASOLINE,CO2_E,0.153,Gasoline-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_GASOLINE,GASOLINE,-0.565,Gasoline-Powered Sport Utility Vehicle,Gasoline
SUV_GASOLINE,MOB_PRIVATE_ELD,1.0,Gasoline-Powered Sport Utility Vehicle,Private mobility
SUV_GASOLINE,MOB_PRIVATE_LD,1.0,Gasoline-Powered Sport Utility Vehicle,Private mobility
SUV_GASOLINE,MOB_PRIVATE_MD,1.0,Gasoline-Powered Sport Utility Vehicle,Private mobility
SUV_GASOLINE,MOB_PRIVATE_SD,1.0,Gasoline-Powered Sport Utility Vehicle,Private mobility
SUV_HY_GASOLINE,CO2_E,0.135,Gasoline Hybrid Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_HY_GASOLINE,GASOLINE,-0.57,Gasoline Hybrid Sport Utility Vehicle,Gasoline
SUV_HY_GASOLINE,MOB_PRIVATE_ELD,1.0,Gasoline Hybrid Sport Utility Vehicle,Private mobility
SUV_HY_GASOLINE,MOB_PRIVATE_LD,1.0,Gasoline Hybrid Sport Utility Vehicle,Private mobility
SUV_HY_GASOLINE,MOB_PRIVATE_MD,1.0,Gasoline Hybrid Sport Utility Vehicle,Private mobility
SUV_HY_GASOLINE,MOB_PRIVATE_SD,1.0,Gasoline Hybrid Sport Utility Vehicle,Private mobility
SUV_PHEV_GASOLINE,CO2_E,0.084,Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_PHEV_GASOLINE,ELECTRICITY_MV,-0.181,Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Electricity (medium voltage)
SUV_PHEV_GASOLINE,GASOLINE,-0.355,Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Gasoline
SUV_PHEV_GASOLINE,MOB_PRIVATE_ELD,1.0,Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Private mobility
SUV_PHEV_GASOLINE,MOB_PRIVATE_LD,1.0,Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Private mobility
SUV_PHEV_GASOLINE,MOB_PRIVATE_MD,1.0,Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Private mobility
SUV_PHEV_GASOLINE,MOB_PRIVATE_SD,1.0,Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Private mobility
SUV_PROPANE,CO2_E,0.177,Propane-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources)
SUV_PROPANE,MOB_PRIVATE_ELD,1.0,Propane-Powered Sport Utility Vehicle,Private mobility
SUV_PROPANE,PROPANE,-0.845,Propane-Powered Sport Utility Vehicle,Propane
SUV_PROPANE,MOB_PRIVATE_LD,1.0,Propane-Powered Sport Utility Vehicle,Private mobility
SUV_PROPANE,MOB_PRIVATE_MD,1.0,Propane-Powered Sport Utility Vehicle,Private mobility
SUV_PROPANE,MOB_PRIVATE_SD,1.0,Propane-Powered Sport Utility Vehicle,Private mobility
TIDAL,ELECTRICITY_MV,1.0,Tidal power,Electricity (medium voltage)
TIDAL,RES_TIDAL,-1.0,Tidal power,Tidal resource
TOLUENE,TOLUENE,1.0,Toluene,Toluene
TRAFO_EH,ELECTRICITY_EHV,-1.018,Extra High to High Voltage Transformer,Electricity (extra high voltage)
TRAFO_EH,ELECTRICITY_HV,1.0,Extra High to High Voltage Transformer,Electricity (high voltage)
TRAFO_HE,ELECTRICITY_EHV,1.0,High to Extra High Voltage Transformer,Electricity (extra high voltage)
TRAFO_HE,ELECTRICITY_HV,-1.018,High to Extra High Voltage Transformer,Electricity (high voltage)
TRAFO_HM,ELECTRICITY_HV,-1.027,High to Medium Voltage Transformer,Electricity (high voltage)
TRAFO_HM,ELECTRICITY_MV,1.0,High to Medium Voltage Transformer,Electricity (medium voltage)
TRAFO_LM,ELECTRICITY_LV,-1.045,Low to Medium Voltage Transformer,Electricity (low voltage)
TRAFO_LM,ELECTRICITY_MV,1.0,Low to Medium Voltage Transformer,Electricity (medium voltage)
TRAFO_MH,ELECTRICITY_HV,1.0,Medium to High Voltage Transformer,Electricity (high voltage)
TRAFO_MH,ELECTRICITY_MV,-1.027,Medium to High Voltage Transformer,Electricity (medium voltage)
TRAFO_ML,ELECTRICITY_LV,1.0,Medium to Low Voltage Transformer,Electricity (low voltage)
TRAFO_ML,ELECTRICITY_MV,-1.045,Medium to Low Voltage Transformer,Electricity (medium voltage)
TRAIN_BIODIESEL,BIO_DIESEL,-1.025,BioDiesel-Powered Train,Bio-diesel
TRAIN_BIODIESEL,CO2_E,0.102,BioDiesel-Powered Train,CO2 emission (from nonconcentrated spot sources)
TRAIN_BIODIESEL,MOB_PUBLIC_ELD,1.0,BioDiesel-Powered Train,Public mobility
TRAIN_BIODIESEL,MOB_PUBLIC_LD,1.0,BioDiesel-Powered Train,Public mobility
TRAIN_DIESEL,CO2_E,0.102,Diesel-Powered Train,CO2 emission (from nonconcentrated spot sources)
TRAIN_DIESEL,DIESEL,-1.025,Diesel-Powered Train,Diesel
TRAIN_DIESEL,MOB_PUBLIC_ELD,1.0,Diesel-Powered Train,Public mobility
TRAIN_DIESEL,MOB_PUBLIC_LD,1.0,Diesel-Powered Train,Public mobility
TRAIN_ELEC,ELECTRICITY_EHV,-0.092,Electric-Powered Train,Electricity (extra high voltage)
TRAIN_ELEC,MOB_PUBLIC_ELD,1.0,Electric-Powered Train,Public mobility
TRAIN_ELEC,MOB_PUBLIC_LD,1.0,Electric-Powered Train,Public mobility
TRAIN_FREIGHT_BIODIESEL,BIO_DIESEL,-0.051,Biodiesel-Powered Freight Train,Bio-diesel
TRAIN_FREIGHT_BIODIESEL,CO2_E,0.001,Biodiesel-Powered Freight Train,CO2 emission (from nonconcentrated spot sources)
TRAIN_FREIGHT_BIODIESEL,MOB_FREIGHT_ELD,1.0,Biodiesel-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_BIODIESEL,MOB_FREIGHT_LD,1.0,Biodiesel-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_DIESEL,CO2_E,0.001,Diesel-Powered Freight Train,CO2 emission (from nonconcentrated spot sources)
TRAIN_FREIGHT_DIESEL,DIESEL,-0.051,Diesel-Powered Freight Train,Diesel
TRAIN_FREIGHT_DIESEL,MOB_FREIGHT_ELD,1.0,Diesel-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_DIESEL,MOB_FREIGHT_LD,1.0,Diesel-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_ELEC,ELECTRICITY_EHV,-0.068,"Electric-Powered Freight Train (co-generation unit, components for electricity)",Electricity (extra high voltage)
TRAIN_FREIGHT_ELEC,MOB_FREIGHT_ELD,1.0,"Electric-Powered Freight Train (co-generation unit, components for electricity)",Freight mobility
TRAIN_FREIGHT_ELEC,MOB_FREIGHT_LD,1.0,"Electric-Powered Freight Train (co-generation unit, components for electricity)",Freight mobility
TRAIN_FREIGHT_H2,H2_EHP,-0.022,Hydrogen-Powered Freight Train,Hydrogen (extra high pressure)
TRAIN_FREIGHT_H2,H2_HP,-0.333,Hydrogen-Powered Freight Train,Hydrogen (high pressure)
TRAIN_FREIGHT_H2,MOB_FREIGHT_ELD,1.0,Hydrogen-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_H2_HYBRID,H2_EHP,-0.02,Hybrid Battery-Fuel Cell-Powered Freight Train,Hydrogen (extra high pressure)
TRAIN_FREIGHT_H2_HYBRID,MOB_FREIGHT_ELD,1.0,Hybrid Battery-Fuel Cell-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_H2_HYBRID,MOB_FREIGHT_LD,1.0,Hybrid Battery-Fuel Cell-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_H2,MOB_FREIGHT_LD,1.0,Hydrogen-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_NG,CO2_E,0.057,Natural Gas-Powered Freight Train,CO2 emission (from nonconcentrated spot sources)
TRAIN_FREIGHT_NG,MOB_FREIGHT_ELD,1.0,Natural Gas-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_NG,NG_HP,-0.251,Natural Gas-Powered Freight Train,Natural gas (high pressure)
TRAIN_FREIGHT_NG,MOB_FREIGHT_LD,1.0,Natural Gas-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_SNG,CO2_E,0.057,Natural Synthetic Gas-Powered Freight Train,CO2 emission (from nonconcentrated spot sources)
TRAIN_FREIGHT_SNG,MOB_FREIGHT_ELD,1.0,Natural Synthetic Gas-Powered Freight Train,Freight mobility
TRAIN_FREIGHT_SNG,SNG_HP,-0.251,Natural Synthetic Gas-Powered Freight Train,Synthetic natural gas (high pressure)
TRAIN_FREIGHT_SNG,MOB_FREIGHT_LD,1.0,Natural Synthetic Gas-Powered Freight Train,Freight mobility
TRAIN_H2,H2_EHP,-0.294,Hydrogen-Powered Train,Hydrogen (extra high pressure)
TRAIN_H2,H2_HP,-0.312,Hydrogen-Powered Train,Hydrogen (high pressure)
TRAIN_H2,MOB_PUBLIC_ELD,1.0,Hydrogen-Powered Train,Public mobility
TRAIN_H2,MOB_PUBLIC_LD,1.0,Hydrogen-Powered Train,Public mobility
TRAIN_NG,CO2_E,0.076,Natural Gas-Powered Train,CO2 emission (from nonconcentrated spot sources)
TRAIN_NG,MOB_PUBLIC_ELD,1.0,Natural Gas-Powered Train,Public mobility
TRAIN_NG,NG_HP,-0.238,Natural Gas-Powered Train,Natural gas (high pressure)
TRAIN_NG,MOB_PUBLIC_LD,1.0,Natural Gas-Powered Train,Public mobility
TRAIN_SNG,CO2_E,0.076,Synthetic Natural Gas-Powered Train,CO2 emission (from nonconcentrated spot sources)
TRAIN_SNG,MOB_PUBLIC_ELD,1.0,Synthetic Natural Gas-Powered Train,Public mobility
TRAIN_SNG,SNG_HP,-0.238,Synthetic Natural Gas-Powered Train,Synthetic natural gas (high pressure)
TRAIN_SNG,MOB_PUBLIC_LD,1.0,Synthetic Natural Gas-Powered Train,Public mobility
TRAMWAY,ELECTRICITY_HV,-0.168,Tramway,Electricity (high voltage)
TRAMWAY,MOB_PUBLIC_SD,1.0,Tramway,Public mobility
TRUCK_LH_BIODIESEL_B100,BIO_DIESEL,-0.466,100% BioDiesel-Powered Long Distance Truck,Bio-diesel
TRUCK_LH_BIODIESEL_B100,CO2_E,0.123,100% BioDiesel-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_LH_BIODIESEL_B100,MOB_FREIGHT_LD,1.0,100% BioDiesel-Powered Long Distance Truck,Freight mobility
TRUCK_LH_BIODIESEL_B20,BIO_DIESEL,-0.093,20% BioDiesel-Powered Long Distance Truck,Bio-diesel
TRUCK_LH_BIODIESEL_B20,CO2_E,0.123,20% BioDiesel-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_LH_BIODIESEL_B20,DIESEL,-0.372,20% BioDiesel-Powered Long Distance Truck,Diesel
TRUCK_LH_BIODIESEL_B20,MOB_FREIGHT_LD,1.0,20% BioDiesel-Powered Long Distance Truck,Freight mobility
TRUCK_LH_CNG,CO2_E,0.11,Compressed Natural Gas-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_LH_CNG,MOB_FREIGHT_LD,1.0,Compressed Natural Gas-Powered Long Distance Truck,Freight mobility
TRUCK_LH_CNG,NG_HP,-0.588,Compressed Natural Gas-Powered Long Distance Truck,Natural gas (high pressure)
TRUCK_LH_CSNG,CO2_E,0.11,Compressed Synthetic Natural Gas-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_LH_CSNG,MOB_FREIGHT_LD,1.0,Compressed Synthetic Natural Gas-Powered Long Distance Truck,Freight mobility
TRUCK_LH_CSNG,SNG_HP,-0.588,Compressed Synthetic Natural Gas-Powered Long Distance Truck,Synthetic natural gas (high pressure)
TRUCK_LH_DIESEL,CO2_E,0.13,Diesel-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_LH_DIESEL,DIESEL,-0.496,Diesel-Powered Long Distance Truck,Diesel
TRUCK_LH_DIESEL,MOB_FREIGHT_LD,1.0,Diesel-Powered Long Distance Truck,Freight mobility
TRUCK_LH_EV,ELECTRICITY_MV,-1.08,Electric-Powered Long Distance Truck,Electricity (medium voltage)
TRUCK_LH_EV,MOB_FREIGHT_LD,1.0,Electric-Powered Long Distance Truck,Freight mobility
TRUCK_LH_GASOLINE,CO2_E,0.153,Gasoline-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_LH_GASOLINE,GASOLINE,-0.566,Gasoline-Powered Long Distance Truck,Gasoline
TRUCK_LH_GASOLINE,MOB_FREIGHT_LD,1.0,Gasoline-Powered Long Distance Truck,Freight mobility
TRUCK_LH_HY_DIESEL,CO2_E,0.108,Diesel Hybrid Long Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_LH_HY_DIESEL,DIESEL,-0.41,Diesel Hybrid Long Distance Truck,Diesel
TRUCK_LH_HY_DIESEL,MOB_FREIGHT_LD,1.0,Diesel Hybrid Long Distance Truck,Freight mobility
TRUCK_LH_PROPANE,CO2_E,0.136,Propane-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_LH_PROPANE,MOB_FREIGHT_LD,1.0,Propane-Powered Long Distance Truck,Freight mobility
TRUCK_LH_PROPANE,PROPANE,-0.606,Propane-Powered Long Distance Truck,Propane
TRUCK_SH_BIODIESEL_B100,BIO_DIESEL,-0.478,100% BioDiesel-Powered Short Distance Truck,Bio-diesel
TRUCK_SH_BIODIESEL_B100,CO2_E,0.126,100% BioDiesel-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_SH_BIODIESEL_B100,MOB_FREIGHT_MD,1.0,100% BioDiesel-Powered Short Distance Truck,Freight mobility
TRUCK_SH_BIODIESEL_B100,MOB_FREIGHT_SD,1.0,100% BioDiesel-Powered Short Distance Truck,Freight mobility
TRUCK_SH_BIODIESEL_B20,BIO_DIESEL,-0.096,20% BioDiesel-Powered Short Distance Truck,Bio-diesel
TRUCK_SH_BIODIESEL_B20,CO2_E,0.126,20% BioDiesel-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_SH_BIODIESEL_B20,DIESEL,-0.383,20% BioDiesel-Powered Short Distance Truck,Diesel
TRUCK_SH_BIODIESEL_B20,MOB_FREIGHT_MD,1.0,20% BioDiesel-Powered Short Distance Truck,Freight mobility
TRUCK_SH_BIODIESEL_B20,MOB_FREIGHT_SD,1.0,20% BioDiesel-Powered Short Distance Truck,Freight mobility
TRUCK_SH_CNG,CO2_E,0.105,Compressed Natural Gas-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_SH_CNG,MOB_FREIGHT_MD,1.0,Compressed Natural Gas-Powered Short Distance Truck,Freight mobility
TRUCK_SH_CNG,NG_HP,-0.608,Compressed Natural Gas-Powered Short Distance Truck,Natural gas (high pressure)
TRUCK_SH_CNG,MOB_FREIGHT_SD,1.0,Compressed Natural Gas-Powered Short Distance Truck,Freight mobility
TRUCK_SH_CSNG,CO2_E,0.105,Compressed Synthetic Natural Gas-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_SH_CSNG,MOB_FREIGHT_MD,1.0,Compressed Synthetic Natural Gas-Powered Short Distance Truck,Freight mobility
TRUCK_SH_CSNG,SNG_HP,-0.608,Compressed Synthetic Natural Gas-Powered Short Distance Truck,Synthetic natural gas (high pressure)
TRUCK_SH_CSNG,MOB_FREIGHT_SD,1.0,Compressed Synthetic Natural Gas-Powered Short Distance Truck,Freight mobility
TRUCK_SH_DIESEL,CO2_E,0.126,Diesel-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_SH_DIESEL,DIESEL,-0.478,Diesel-Powered Short Distance Truck,Diesel
TRUCK_SH_DIESEL,MOB_FREIGHT_MD,1.0,Diesel-Powered Short Distance Truck,Freight mobility
TRUCK_SH_DIESEL,MOB_FREIGHT_SD,1.0,Diesel-Powered Short Distance Truck,Freight mobility
TRUCK_SH_EV,ELECTRICITY_MV,-0.382,Electric-Powered Short Distance Truck,Electricity (medium voltage)
TRUCK_SH_EV,MOB_FREIGHT_MD,1.0,Electric-Powered Short Distance Truck,Freight mobility
TRUCK_SH_EV,MOB_FREIGHT_SD,1.0,Electric-Powered Short Distance Truck,Freight mobility
TRUCK_SH_GASOLINE,CO2_E,0.158,Gasoline-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_SH_GASOLINE,GASOLINE,-0.582,Gasoline-Powered Short Distance Truck,Gasoline
TRUCK_SH_GASOLINE,MOB_FREIGHT_MD,1.0,Gasoline-Powered Short Distance Truck,Freight mobility
TRUCK_SH_GASOLINE,MOB_FREIGHT_SD,1.0,Gasoline-Powered Short Distance Truck,Freight mobility
TRUCK_SH_HY_DIESEL,CO2_E,0.112,Diesel Hybrid Short Distance Truck,CO2 emission (from nonconcentrated spot sources)
TRUCK_SH_HY_DIESEL,DIESEL,-0.424,Diesel Hybrid Short Distance Truck,Diesel
TRUCK_SH_HY_DIESEL,MOB_FREIGHT_MD,1.0,Diesel Hybrid Short Distance Truck,Freight mobility
TRUCK_SH_HY_DIESEL,MOB_FREIGHT_SD,1.0,Diesel Hybrid Short Distance Truck,Freight mobility
TRUCK_SH_PROPANE,CO2_E,0.139,Propane-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources)
